           0   0.0000000000000000        3.0000000000000000     
           1  -3.1250000000000001E-004   2.0769230769230766     
           2  -9.8024472642919708E-004   1.5005716922210364     
           3  -2.7643032791493617E-003   1.1742037757135726     
           4  -9.0308808836675573E-003   1.0323842064152278     
           5  -4.6694282712930496E-002   1.0011059134804114     
           6 -0.61439439406937779       0.97249528147935127     
           7 -0.55329040681826092       0.86353417386539078     
           8 -0.57452742216940433       0.82138606342708143     
           9 -0.92648241089849759       0.57318667781791721     
          10 -0.86326524858102149       0.52580127647189356     
          11 -0.88626312855844880       0.46961810289195827     
          12 -0.97588437480294687       0.29644998685648949     
          13 -0.96369927032511948       0.27387237440549722     
          14  -1.0132542962891833        9.7089510173700933E-002
          15 -0.99770453601819487        8.8965796863405736E-002
          16  -1.0032096958942736        2.2496889927969221E-002
          17  -1.0011841626396312        1.4368441818451771E-002
          18  -1.0013442759605338        4.4367579475612998E-004
          19  -1.0012477620329998        3.1933555566409115E-005
          20  -1.0012476645391435        2.5227620939729709E-009
          21  -1.0012476640306023        1.0289048354484727E-015
          22  -1.0012476640306023        1.4593926746588718E-029
