           1 -0.91154694252176438     
           2  -2.3865156987248888     
           3  -5.0945145052106398     
           4  -10.230330289370453     
           5  -10.556369297863666     
           6  -10.556614150831468     
           7  -10.557641083474666     
           8  -10.557648918710195     
           9  -10.558006878507621     
          10  -10.558857235228668     
          11  -10.558591047200460     
          12  -10.557724666608976     
          13  -10.558799620050623     
          14  -10.557922369908370     
          15  -10.558773433859876     
          16  -10.556211345455106     
          17  -10.554743057478081     
          18  -10.556149742231657     
          19  -10.556298993268886     
          20  -10.559221435213118     
